ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
NaN,221.675463,10117.084438,8.026586,356.211614,508.262754,14.058461,40.916811,3.190128,1
NaN,200.308653,25355.998921,7.105245,304.648090,394.246061,16.067376,77.810988,3.279888,0
9.241420,127.918826,39566.754352,8.860818,281.995640,487.339169,9.534499,65.516668,4.718851,1
10.026159,224.266358,14962.177833,7.428313,336.972950,517.512842,18.858519,65.363452,4.182278,0
8.215124,155.762867,30579.371067,3.308977,NaN,344.950584,13.686026,77.182622,4.511384,1
8.383762,156.951865,21923.874085,7.656831,379.541641,364.794883,11.773964,62.855780,3.585737,0
5.628313,192.340744,22856.742901,7.764693,343.039509,439.054759,15.199906,50.229944,4.061645,1
6.488193,225.481909,34864.427893,8.951692,385.505635,324.509841,12.696545,97.112860,4.592074,0
7.828740,176.727511,33337.109649,5.438776,286.992631,290.118613,5.871941,75.714425,5.199447,1
6.476140,215.721769,21165.590649,7.642952,348.474943,315.078135,13.543180,46.169007,4.041580,0
4.857803,222.399990,15668.273618,7.900790,320.394529,417.804063,15.530563,84.228774,3.966571,1
5.869737,207.725455,22244.218236,6.597764,352.563987,465.616481,14.838100,77.822737,4.689315,0
7.949965,186.789151,15171.012326,7.833275,NaN,406.612743,20.539688,88.057105,3.317152,1
9.894562,128.585733,26436.033327,8.778717,349.748446,480.667616,9.105813,65.327330,4.617533,0
8.430472,195.717293,35254.026047,6.703539,314.727835,282.599918,12.269178,46.487950,3.253920,1
NaN,220.813702,21410.319624,6.324880,335.845863,382.197839,9.500296,86.990134,3.659975,0
6.114332,178.446286,30606.223593,5.568042,260.771026,472.255403,16.711471,46.552618,3.680410,1
4.808040,186.160570,19118.050299,7.054444,359.406236,577.491371,8.304288,73.153089,3.597760,0
6.817608,219.337429,27548.614177,6.298121,340.937614,530.710026,19.486791,68.568791,3.048292,1
5.304143,160.968358,25299.511557,6.286043,300.500689,497.790391,15.013030,61.115513,4.165724,0
NaN,226.270824,15380.124079,6.661474,NaN,392.558205,14.083110,50.286395,4.516870,1
10.577931,278.036360,28652.143304,2.785718,379.277495,334.211669,15.011893,65.199878,3.051608,0
5.913755,175.326062,12044.624691,8.368785,347.880372,380.967166,12.530827,65.194053,4.023776,1
7.533615,186.918245,11642.727541,5.890684,NaN,363.506344,10.740146,49.574308,3.462764,0
7.139428,179.234979,19862.811257,8.111958,337.947095,364.523151,17.384471,88.361846,3.771596,1
6.304972,249.082601,21046.448517,5.456273,NaN,334.178652,15.089083,52.791689,4.221306,0
NaN,257.235433,28149.052685,5.994556,336.062446,551.850090,14.252898,68.403833,2.674040,1
4.077608,207.838048,18194.954140,7.923974,NaN,288.365193,13.306692,35.824556,2.758659,0
NaN,223.511978,20134.398341,7.977730,359.225704,477.342656,10.933867,49.145504,4.314495,1
7.822492,208.636720,22308.821729,5.850328,408.123255,502.789396,16.135732,60.393982,3.835332,0
5.500277,263.683160,19911.224900,4.755312,366.942743,435.865696,12.761184,51.439894,5.147536,1
NaN,105.859264,37928.142177,5.609440,NaN,358.888768,12.207108,71.119890,3.873853,0
7.968526,156.451149,27008.011874,4.716577,NaN,455.840428,8.360283,52.501187,3.173879,1
7.989376,191.936191,16746.800392,8.562428,312.739993,431.505677,14.371148,77.928960,3.648744,0
5.608623,271.882219,43680.222521,4.157335,366.866533,450.896053,16.442753,61.249762,3.777508,1
7.086168,189.145378,4304.492483,3.615891,259.373322,400.904350,12.993012,63.902288,3.416540,0
6.635894,194.049780,20339.016870,6.032864,307.954902,412.582989,15.894674,57.643457,4.523237,1
9.671797,130.608363,30220.612486,9.309142,370.294867,411.881375,18.024005,76.159718,3.895104,0
5.609235,216.122673,14825.934502,7.001788,355.211678,330.092674,9.779518,41.249977,3.224676,1
6.271012,213.444685,24846.141872,8.372997,NaN,543.391744,17.916526,84.578869,5.303581,0
6.394548,193.047558,31620.190786,7.065084,NaN,515.806385,13.081881,99.640691,3.042497,1
5.941266,179.954862,26562.447179,6.803288,NaN,431.969182,14.632401,75.434029,2.227371,0
NaN,98.367915,28415.575832,10.558950,296.843208,505.240269,12.882614,85.329955,4.119087,1
7.957768,276.733569,17162.398421,7.841542,397.431962,514.421722,14.529779,60.559699,3.450746,0
6.280978,205.123123,25972.803751,8.417896,383.671459,456.543945,13.954710,32.799029,4.599432,1
5.574756,189.700665,11512.465842,8.720972,329.939631,331.330352,18.016991,66.188642,4.371806,0
5.859822,287.975540,3640.734320,4.072626,391.697385,447.121861,6.363175,49.155291,3.426634,1
8.875642,228.921587,28487.708598,5.318732,351.960723,474.772519,14.683970,52.578860,4.006992,0
7.992027,174.558006,34585.089607,6.587302,NaN,543.949141,12.199449,71.271231,4.647096,1
7.610509,208.817812,34538.544038,5.600620,301.787241,470.740312,15.668908,35.365054,4.692218,0
6.417716,209.702425,31974.481631,7.263425,321.382124,289.450118,11.369071,NaN,4.210327,1
NaN,192.447171,18257.569271,7.472249,313.776546,462.402449,13.932145,53.185917,4.358298,0
5.068796,211.689502,22781.364534,5.330123,317.103903,483.442018,14.495791,77.212274,4.362086,1
7.102447,243.412941,23493.120864,4.792738,283.344321,341.438781,16.072774,45.633295,3.065508,0
6.170526,193.335517,16206.219671,7.123966,NaN,528.096091,20.532277,75.067706,3.652207,1
6.613709,141.128922,25648.569496,7.222972,295.236892,374.770316,14.038263,74.299250,3.539771,0
NaN,164.909072,32768.227966,6.309685,285.560983,527.198675,15.843303,59.728173,3.499453,1
5.152740,185.342237,25669.719920,7.819479,318.450974,449.918993,18.301574,49.342036,3.842625,0
4.034063,303.702627,33219.074545,4.425559,NaN,494.320907,13.415230,72.012642,5.024742,1
7.735705,137.318166,16723.977244,7.675826,282.539892,595.329263,18.756139,63.042779,2.148612,0
8.151249,205.847301,15661.940335,7.009437,335.622779,555.590284,14.861133,72.762585,2.799883,1
7.301464,205.721880,23778.758719,8.179967,333.339282,529.624618,12.352311,41.032062,3.942709,0
4.979469,240.813475,24167.842882,5.593830,NaN,398.028961,6.091227,62.419529,3.439022,1
9.925041,238.713393,10704.603182,6.110019,351.597423,405.900184,13.550367,59.462669,4.703803,0
7.582942,185.045993,23072.780698,5.892273,297.505772,518.048524,12.038457,80.312558,4.164029,1
6.104926,241.175718,13539.811664,6.015548,335.396475,363.633403,13.456484,60.923713,4.131933,0
8.097454,218.992436,18112.284447,6.196947,NaN,376.569803,17.746264,59.909941,4.279082,1
9.002583,202.990765,19523.124865,7.244753,330.361512,366.491729,15.689404,55.697400,4.904837,0
5.344117,198.379144,13492.840835,6.559265,328.648845,591.363369,14.084388,61.392983,4.104699,1
6.001382,186.884422,22554.830087,8.391883,331.214867,444.891044,4.466772,65.954766,4.036720,0
NaN,198.218700,31081.735264,7.419106,NaN,517.925946,11.711419,85.428785,3.345543,1
5.095766,273.408448,26307.298455,10.219804,380.201498,513.877579,18.272418,61.425187,4.352193,0
7.871961,219.622659,12760.437151,8.076613,360.086657,350.826916,15.698726,84.158080,2.938536,1
NaN,153.035108,28504.997508,8.425498,NaN,346.311159,15.138653,48.384960,3.830884,0
8.468741,132.456484,21038.442613,8.001378,345.000735,360.575586,10.742960,64.508934,2.876996,1
8.594677,263.764593,23220.120613,6.394463,383.962592,588.852733,13.579996,86.191635,4.754072,0
5.327024,233.140588,13580.618483,7.362411,356.420271,438.553499,10.049772,55.232271,4.855821,1
7.885679,207.821304,12359.631194,7.377663,340.978985,499.361690,14.045191,97.627160,5.430350,0
7.870853,210.627825,51731.820553,6.190963,NaN,533.291262,15.029899,84.335058,4.221614,1
7.083779,112.820254,8580.245561,4.210284,234.852699,434.747715,23.399516,94.160307,3.887681,0
10.550273,185.165815,32150.979393,8.933966,NaN,566.379397,14.282961,85.393399,3.951304,1
NaN,159.832881,23917.190146,6.781576,369.223852,472.927194,13.891834,85.758645,2.857687,0
7.679595,200.072928,32000.843911,7.633725,290.740337,583.608398,16.844509,39.367056,3.297525,1
7.682872,180.701375,12105.721934,5.396716,296.238877,469.835626,15.831763,61.802095,3.778607,0
NaN,186.174841,18085.158841,4.951277,298.399724,347.986686,15.715546,75.590599,3.068919,1
7.679091,204.859994,21530.316231,8.185400,NaN,445.370944,16.310146,78.019888,3.186823,0
7.226593,207.832229,22097.413223,5.862717,354.708382,353.654046,10.401056,66.864140,4.337117,1
NaN,133.813115,18272.505973,5.911871,NaN,415.211735,11.504506,92.975762,3.313199,0
7.471027,177.233643,15736.580986,6.878354,277.109854,401.618218,11.285709,58.236119,3.707974,1
NaN,163.957240,19516.898042,7.178777,393.840917,587.841581,14.842673,69.006856,4.169924,0
NaN,203.204659,10643.186771,6.828936,NaN,384.597711,16.011328,72.911573,3.065910,1
6.419772,208.760248,30759.681440,7.767863,NaN,523.600176,20.232523,NaN,3.095233,0
7.943882,211.816551,32071.179369,7.769215,290.337398,353.336484,17.871950,78.492783,4.111691,0
10.391942,262.741770,39116.682706,3.205786,285.728420,473.313969,13.300688,65.318816,5.771715,0
8.659113,114.807578,23514.636647,8.735315,333.027205,318.640679,16.559076,52.866373,2.895774,1
4.443239,178.956206,25008.532248,4.948815,298.576676,429.544773,17.729724,56.347689,3.268325,0
2.690831,151.782906,30204.546735,6.053072,303.702409,377.198273,14.121049,45.602992,4.650034,0
6.714862,236.542051,33197.150527,4.958517,331.484530,402.946557,14.841182,NaN,4.593764,0
NaN,225.754109,28194.452646,5.892830,366.201583,418.272901,17.306832,103.912548,3.855895,1
6.978664,183.242796,23114.446076,6.500825,323.155777,470.078705,16.082847,65.995717,4.766943,0
9.135694,194.815618,9496.910354,6.185925,345.714206,562.771467,13.676435,74.424166,3.281802,0
7.349653,235.210876,20443.135055,7.177789,NaN,305.417306,12.831113,91.092677,3.861684,0
6.360196,198.911449,13742.139487,7.441487,338.409576,423.625649,11.915900,57.713149,2.713248,1
6.623614,203.030141,17167.301297,6.049601,311.726288,410.243247,15.914500,65.021229,2.915166,0
5.214009,192.648846,34184.308402,5.783357,282.969879,380.428415,15.867751,80.498498,4.453526,0
NaN,196.082967,22746.061659,7.702740,325.478423,397.054983,21.091602,51.939019,3.713110,0
10.485604,136.577381,32872.380566,8.399435,276.921835,416.188546,18.884625,60.078413,4.669240,1
3.664711,201.097316,28102.756625,5.682035,330.023531,291.148449,17.470631,75.101801,3.316158,0
8.649535,175.426670,9898.022209,6.048404,336.477616,410.625098,10.069254,NaN,5.229809,0
7.345138,202.174463,17032.773734,6.212629,361.440487,600.295028,17.299740,89.077865,4.297995,0
6.603417,190.837308,19468.790095,6.375632,380.731901,456.315460,5.934588,83.559326,4.270817,1
4.814136,205.214041,17650.405049,8.121080,350.487939,414.030709,10.999416,47.402666,5.190852,0
7.756679,186.686459,22440.401041,7.462613,342.999383,320.930966,19.572572,NaN,2.842471,0
10.147090,177.821311,20642.588720,5.759744,NaN,487.878856,16.487323,48.589010,2.799441,0
5.713323,196.245706,11356.580481,8.027819,347.587583,300.125125,18.430084,44.860351,4.571128,1
5.779674,199.586080,24160.354321,9.458128,NaN,428.553249,16.022503,64.872703,4.656377,0
7.104295,177.571744,12691.515973,7.170977,NaN,447.032289,14.376764,60.743770,5.464857,0
6.380717,266.015410,21250.935634,4.854335,357.241027,358.185473,27.006707,59.937785,4.532020,0
4.767472,256.449917,48007.868134,5.773180,NaN,590.429550,16.541561,44.938586,3.893378,1
6.937819,177.578142,12626.197922,7.380883,NaN,439.624998,9.348252,83.163242,3.724090,0
5.363363,179.911380,27045.929958,6.520855,311.467406,408.922517,9.704704,79.484801,3.871372,0
7.940647,181.771307,15858.778176,6.849964,NaN,584.827155,10.590137,81.957189,5.431837,0
9.609834,227.366949,22690.045871,5.385440,314.317481,394.731564,16.988356,75.339694,4.308358,1
7.436783,208.094004,28544.616287,6.500053,339.023898,522.793730,17.115276,65.311277,3.727664,0
6.582500,200.733107,23720.481730,8.565832,353.008115,458.362733,13.001881,79.529338,4.152014,0
NaN,197.713639,31251.643733,6.252423,NaN,322.217629,14.271722,74.644268,3.906526,0
9.186453,169.119805,27055.696261,7.442480,NaN,498.635322,10.247444,50.401160,3.453861,1
4.723313,252.274895,22833.192042,5.922451,378.560304,411.295025,16.584571,66.728402,3.917587,0
6.810467,209.735559,32602.340084,7.422781,341.174269,340.030089,16.736749,42.349461,4.402340,0
7.786735,192.179739,28086.873498,7.157952,329.708632,327.380488,10.681349,52.415462,1.961475,0
9.960690,169.925248,15835.122818,7.143907,301.777253,388.897159,13.563992,71.593866,3.434538,1
9.380658,265.061216,15156.789834,4.271545,333.334469,503.170615,11.286410,99.016003,4.034349,0
NaN,191.531630,12885.516912,6.979955,328.600221,596.751026,13.447513,50.756064,2.372925,0
6.323040,227.553972,24463.137418,6.261934,NaN,399.947453,17.912652,71.151222,4.749424,0
6.102307,205.999038,23406.859160,8.061864,NaN,380.305005,15.492397,69.110815,4.280766,1
7.810145,187.315048,20418.889926,7.214896,325.228881,351.186081,16.800400,68.485480,4.033774,0
5.574117,193.158076,17546.403256,9.219973,366.197418,538.532518,13.951332,67.142033,5.152528,0
NaN,170.291426,14550.417005,7.847404,395.495954,486.367693,13.797578,51.415910,3.794033,0
6.792655,241.724453,9094.313300,6.435809,338.521176,361.107537,14.502464,45.428097,1.917754,1
9.436637,143.788412,20724.930359,7.700100,NaN,469.761328,14.215765,66.077978,4.411117,0
8.555283,216.655356,18337.460916,8.290688,311.325845,390.943089,17.138831,39.777282,3.687152,0
6.645657,170.269715,23432.109730,7.066565,NaN,513.364946,20.264678,78.900888,4.170658,0
5.910540,241.140746,25721.833866,4.806759,385.887468,462.612530,14.316821,60.590359,4.007508,1
9.406326,216.762159,27948.589445,6.156111,355.473035,347.983078,16.340715,32.108292,3.097278,0
4.483403,172.383878,13122.223422,5.276731,291.199088,413.545047,11.871725,75.504542,2.203841,0
6.014540,205.482940,23268.243081,9.035769,283.340368,371.403475,16.863668,73.017793,2.686069,0
6.125810,241.443535,8810.895810,5.740321,369.022715,367.967943,16.816507,47.661727,4.953058,1
6.321259,207.257710,8532.139517,5.987877,286.489280,491.765313,10.546886,74.502808,4.501457,0
3.783044,157.852645,20384.773096,4.667082,300.048691,432.431822,12.701422,NaN,4.402244,0
10.086771,189.732379,17572.547468,6.894731,NaN,416.641081,9.477756,92.892178,4.334122,0
5.836105,277.065713,17711.487774,3.458192,400.167599,456.732862,17.552294,72.059866,3.738991,1
NaN,217.369746,17984.327439,8.594163,NaN,409.220776,10.213779,18.400012,3.605154,0
7.138374,184.745229,22575.188577,6.907714,NaN,504.865693,18.503762,66.136988,4.144872,0
5.166226,135.712166,12060.009527,8.637098,NaN,362.217258,11.185554,76.067064,4.608319,0
NaN,188.536608,24711.414927,7.129520,NaN,555.548534,16.959269,56.038702,4.331691,1
4.705356,103.173587,19555.765052,6.767298,NaN,370.178166,9.182834,93.900486,3.437450,0
NaN,171.592237,14784.755661,7.404583,351.875508,366.669512,10.504303,57.862157,3.210168,0
5.573201,229.174987,15613.160533,4.157902,383.481116,409.066577,10.751904,63.758516,3.599625,0
10.667364,173.381945,28912.202201,7.071294,276.634391,286.063394,17.685651,55.147364,4.135569,1
8.896419,222.256293,8870.902966,6.011342,332.00263,425.226862,10.847737,NaN,3.700946,0
7.912361,211.376444,34808.442780,8.913364,NaN,594.899290,16.681990,72.048083,2.878516,0
9.494559,254.534457,28492.170509,6.113608,NaN,620.981006,18.417954,65.448057,3.631107,0
8.628301,185.926723,31548.006464,7.079462,NaN,342.355697,18.248368,62.188687,5.100858,1
6.581878,272.982745,37169.444404,8.114731,416.083481,351.476839,15.129334,79.261026,4.201663,0
NaN,193.116794,17388.982565,7.702135,382.060707,468.939344,16.233039,67.873910,4.217744,0
9.036504,199.321890,21696.003242,5.970187,350.183841,288.508807,13.400389,73.058067,5.661984,0
6.260111,211.594112,18577.623969,7.154891,340.792574,357.098395,7.992210,82.365378,5.403615,1
6.755146,231.260131,18536.698647,8.757133,342.548014,385.114648,13.888834,79.302436,5.162730,0
9.128358,184.682104,10418.108345,6.850200,388.068711,371.482308,10.444501,68.184020,3.762223,0
4.400509,119.334036,19100.087124,11.753904,NaN,328.399763,14.912109,49.356509,4.010809,0
10.808157,198.596751,29614.348790,5.782418,304.622061,383.269410,14.902820,47.896406,4.362542,1
9.445130,145.805402,13168.529156,9.444471,310.583374,592.659021,8.606397,77.577460,3.875165,1
5.271971,193.169509,22005.436550,6.183950,267.825648,351.480280,15.664382,68.615876,4.119436,0
6.975392,205.940246,22685.684440,5.927759,304.049074,441.765158,13.518052,77.979400,4.931460,0
7.371914,148.193698,42059.380417,7.966710,324.546262,544.848432,17.166504,62.677756,4.338957,1
9.024845,128.096691,19859.676476,8.016423,300.150377,451.143481,14.770863,73.778026,3.985251,1
6.465094,241.268138,43958.678130,7.420155,306.020393,544.600567,20.768986,89.646506,3.790524,0
6.687750,160.260964,17786.763300,7.660376,NaN,247.918031,17.439493,86.856696,5.559985,0
4.825591,234.783904,11142.392632,6.442769,370.416831,370.188948,13.046355,46.315992,3.463097,1
NaN,169.974849,23403.637304,8.519730,NaN,475.573562,12.924107,50.861913,2.747313,1
8.245187,199.305774,13909.479065,9.369642,406.047609,423.736784,14.801329,97.277004,4.125732,0
6.867522,182.672169,20247.201029,6.867073,330.805652,420.333457,17.952822,60.068800,4.837268,0
4.868827,258.678959,13400.385532,4.880910,NaN,328.764529,17.352080,55.968217,3.255600,1
6.800119,242.008082,39143.403329,9.501695,187.170714,376.456593,11.432466,73.777275,3.854940,1
NaN,196.432007,18128.908291,8.008077,323.552138,313.361870,18.600728,67.964376,3.502082,0
6.155249,159.519502,19781.610600,10.081610,310.140661,505.108379,16.768604,41.995455,3.803909,0
7.395451,190.477892,22561.508311,8.310195,294.030395,413.910293,13.301374,63.410178,4.990236,1
7.174135,203.408935,20401.102461,7.681806,287.085679,315.549900,14.533510,74.405616,3.939896,1
6.704792,176.896033,28140.768155,6.942107,NaN,455.972627,16.035980,40.076113,3.806596,0
8.303264,232.414673,16548.356730,6.343523,301.087247,395.339102,13.789985,78.620715,3.892667,0
8.862113,131.635177,17433.601853,7.639573,340.133165,399.462844,16.712206,53.594104,4.955082,1
7.657991,236.960889,14245.789121,6.289065,373.165363,416.624189,10.464239,85.852769,2.437296,1
6.430255,207.579402,26855.105611,7.087910,304.173434,418.419471,17.921141,34.816398,4.805792,0
8.641634,206.341973,39557.255533,5.999847,290.575996,345.489382,14.708603,NaN,3.416625,0
6.008974,225.080234,5100.094173,7.452236,336.119000,325.134492,11.079952,36.341012,4.012340,1
8.322987,207.252462,28049.646283,8.827061,297.813085,358.725869,18.709273,60.911420,4.052136,1
7.482791,186.093432,19621.325105,8.171865,369.190878,475.211460,12.127254,105.165799,4.094746,0
NaN,219.674262,22210.613083,5.875041,NaN,398.517703,11.502316,112.412210,2.994259,0
7.607224,160.565253,39184.846720,7.826411,312.056066,503.158079,13.366994,62.022308,3.525027,1
5.934279,223.858125,23249.653834,4.602850,NaN,277.384537,11.366863,66.623944,5.217895,1
5.504452,164.500984,11950.235031,6.800958,302.190494,537.539609,14.393869,69.939822,4.657361,0
7.348611,214.715890,32742.187333,6.351029,320.065106,438.044331,15.792574,55.366456,3.544537,0
6.683368,272.111698,18989.316768,5.336202,336.555100,307.725009,20.178716,75.402260,5.208061,1
9.802721,98.771644,27357.456745,9.218150,323.199077,512.428731,14.168934,59.454440,2.764634,1
7.521921,198.354626,20139.430347,7.177655,NaN,603.054956,13.773610,84.816771,3.110932,0
7.573906,206.204202,15926.426008,5.524666,NaN,457.637786,11.550620,NaN,4.410729,0
6.638411,180.826667,9772.504814,8.295983,NaN,401.111143,12.601517,61.051889,5.164057,1
6.101955,215.268090,15976.926225,8.857160,308.482695,417.843553,13.147279,62.505642,3.535596,1
NaN,164.094744,9344.653322,5.959309,349.019434,367.389811,13.937968,88.771969,4.559337,0
7.855906,209.751802,19850.182892,8.038872,300.292954,368.437561,18.525207,57.238874,4.151890,0
9.271355,181.259617,16540.979048,7.022499,309.238865,487.692788,13.228441,NaN,4.333953,1
4.997771,280.082411,26849.194735,6.130757,374.232961,297.611540,15.571571,70.560275,3.404633,1
8.522568,208.133000,16446.328050,6.729775,372.503843,346.374598,12.002178,80.758618,3.358284,0
NaN,181.389716,18908.628258,7.215350,325.900819,356.166602,14.782837,93.440668,4.013477,0
NaN,134.736856,9000.025591,9.026293,NaN,428.213987,8.668672,74.773392,3.699558,1
4.815767,217.687093,16392.135069,7.461170,278.742296,481.480828,15.517296,77.693374,4.375224,1
5.694476,193.432130,18742.925222,6.556668,327.002371,448.754151,13.623308,56.326497,4.107467,0
3.798391,189.618528,18529.798031,6.888257,396.107230,365.272965,15.266331,86.680711,4.833508,0
3.629922,244.187392,24856.633209,6.618071,366.967873,442.076337,13.302880,59.489294,4.754826,1
6.548021,278.585105,25508.386949,6.749378,366.871502,497.321753,16.563167,79.323678,3.611860,1
6.934504,176.969431,15323.408822,5.666870,369.341803,435.948386,21.813160,104.747700,3.875238,0
NaN,234.511849,19038.901904,6.795916,322.896261,437.478779,18.108365,66.133229,3.514097,0
8.378108,198.511213,28474.202580,6.477057,319.477187,499.866994,15.389083,35.221200,4.524693,1
13.175402,47.432000,19237.949676,8.907020,375.147315,500.245952,12.083896,NaN,4.106924,1
6.115180,226.084429,24699.523903,6.707523,298.329339,429.706681,14.536080,71.045480,3.690862,0
11.235426,178.596496,33773.107061,9.063042,327.650960,425.868039,17.986255,58.986652,5.147055,0
6.923636,260.593154,24792.525623,5.501164,332.232177,607.773567,15.483027,51.535867,4.013339,1
6.618011,233.661636,19598.860740,4.701049,432.556385,401.669791,11.766146,73.191921,4.437696,1
8.575673,197.560283,15888.625207,4.865463,311.557381,464.725567,18.736927,40.224521,3.506229,0
6.396341,126.490745,20115.733588,7.763739,427.377802,435.278434,11.881668,53.659152,4.445907,0
5.893103,239.269481,20526.666156,6.349561,341.256362,403.617560,18.963707,63.846319,4.390702,1
7.788055,212.691457,29879.060146,6.998962,360.668259,359.569082,14.828743,83.856336,3.368757,1
5.689143,181.584565,17589.268990,7.238470,350.782082,345.536366,16.030293,NaN,4.592980,0
NaN,222.980630,32237.245433,5.924659,336.652703,526.776081,9.842433,77.241984,4.006632,0
8.197353,203.105091,27701.794055,6.472914,328.886838,444.612724,14.250875,62.906205,3.361833,1
5.191834,211.094185,14866.103863,7.238691,323.109285,388.716580,17.780000,83.505406,3.859801,1
NaN,199.064672,39927.737045,5.454051,259.009945,257.963154,14.244720,52.616387,4.059377,0
5.228506,191.663797,24855.907781,7.016078,337.270897,343.349235,15.922648,77.315300,3.188805,0
8.372910,169.087052,14622.745494,7.547984,NaN,464.525552,11.083027,38.435151,4.906358,1
5.626340,230.857983,14442.418875,5.210369,NaN,346.553206,11.368702,43.195182,1.943319,1
7.226127,213.320616,23129.748056,6.193624,304.562776,624.229901,16.982256,73.733593,4.153559,0
6.512240,198.564677,21626.563119,5.897104,389.336993,296.260784,9.177842,NaN,5.425795,0
8.989900,215.047358,15921.412018,6.297312,312.931022,390.410231,9.899115,55.069304,4.613843,1
6.869639,251.293448,21728.821295,8.803175,279.776857,539.466877,12.994140,56.409708,4.726702,1
7.197796,168.640975,12763.267889,6.897594,NaN,566.250694,12.437571,65.746717,3.844013,0
7.834319,171.288785,25918.567953,8.589394,307.228666,448.564049,16.407803,60.182115,3.532936,0
6.702547,207.321086,17246.920347,7.708117,304.510230,329.266002,16.217303,28.878601,3.442983,1
9.058628,155.357557,15737.468938,7.251979,343.233977,463.389256,17.854470,83.175189,3.652134,1
3.846814,190.992873,26895.257956,5.629536,NaN,660.254946,18.125202,78.153575,3.584202,0
7.388292,178.344060,12928.644433,7.830295,NaN,376.488888,18.113485,40.401978,3.846830,0
11.491011,94.812545,37188.826022,9.263166,258.930600,439.893618,16.172755,41.558501,4.369264,1
7.291888,127.544297,27784.048484,9.754476,247.335412,439.649329,17.285042,59.556330,5.328713,1
5.896339,178.678094,17420.087149,5.292162,NaN,473.686693,16.437715,79.471177,5.032855,0
6.020654,197.469090,10529.310299,5.305352,416.495213,412.011733,9.909315,59.167002,5.217131,0
6.069616,186.659040,26138.780191,7.747547,345.700257,415.886955,12.067620,60.419921,3.669712,1
7.275909,175.220376,22644.766348,7.886855,293.309854,373.345693,17.411683,56.799287,5.062298,1
NaN,247.453297,43846.025266,7.865781,324.243780,334.166061,16.661153,54.236592,3.572344,0
8.388322,256.234007,16795.820484,4.143519,NaN,333.946197,10.821321,55.190219,3.854772,0
4.668102,193.681735,47580.991603,7.166639,359.948574,526.424171,13.894419,66.687695,4.435821,1
6.512737,229.263861,22475.046873,12.580026,192.033592,479.501279,9.983462,66.668576,4.612964,1
8.326350,213.874858,35477.766643,8.364131,346.787003,569.103294,17.466467,62.792905,4.395285,0
8.384296,223.328185,27463.654795,6.476753,352.952803,318.042648,10.645164,64.209337,3.460998,0
7.808856,193.553212,17329.802160,8.061362,NaN,392.449580,19.903225,NaN,2.798243,1
7.207887,175.870294,35804.292613,8.066059,320.102173,468.562829,16.164091,71.146661,3.762741,1
6.891562,198.544641,26240.492982,5.153870,NaN,436.927096,8.634319,86.810229,3.561963,0
7.393978,209.619214,17939.704696,7.233736,NaN,349.209623,13.579349,68.152467,3.782728,0
9.419510,175.762646,33155.578218,7.350233,NaN,432.044783,11.039070,69.845400,3.298875,1
NaN,156.520635,16146.157112,6.629599,352.353431,629.281248,13.507688,42.340170,3.772919,1
5.548125,217.018259,34006.768745,6.647425,331.402947,430.269664,15.647036,64.980642,4.599236,0
NaN,235.789794,21983.559073,6.061284,331.272919,441.216193,12.743570,66.899833,4.494460,0
5.126763,230.603758,11983.869376,6.303357,NaN,402.883113,11.168946,77.488213,4.708658,1
5.324942,280.089655,35344.658047,13.043806,180.206746,392.421496,10.504820,55.084668,4.427138,1
NaN,175.588146,17092.225827,7.338417,323.154115,491.728142,11.705953,52.363442,4.316063,0
8.384623,166.878380,29956.363018,9.778123,307.362943,546.482329,17.370262,37.835643,3.682780,0
7.874671,195.102299,17404.177061,7.509306,NaN,327.459760,16.140368,78.698446,2.309149,1
7.082301,169.468927,29846.719057,5.443387,350.401849,353.030380,18.959534,30.389096,3.485577,1
5.386638,206.896806,20416.651030,7.312752,356.384272,525.123471,10.218185,70.033119,4.320900,0
7.094802,222.501306,30045.367741,6.664010,NaN,531.959462,16.162941,46.100959,4.084660,0
5.334184,224.787936,28897.491527,6.048525,NaN,360.179177,12.247344,67.154751,5.091357,1
7.262535,212.521308,38713.112692,5.837807,262.095022,332.425224,14.098786,70.300741,4.846359,0
6.565319,141.591840,12875.127784,9.116994,340.913920,339.976992,17.107160,86.067510,2.233894,0
10.761898,81.710895,25999.953669,8.477394,318.427241,392.704082,12.716350,52.246972,4.661799,1
6.257086,180.406211,13826.257914,7.075131,346.627467,422.600375,11.838106,77.838212,3.994714,0
6.381720,199.635028,20453.816501,5.848735,NaN,344.599509,16.651415,68.313083,4.657695,0
6.286807,258.300052,13777.376191,7.483258,328.680650,563.434775,16.460837,73.516654,4.104863,1
7.025504,205.400529,21884.538515,7.276065,304.732203,442.405540,15.843744,65.580338,2.941555,0
7.539742,201.959317,26716.359708,5.637350,NaN,516.354560,14.985649,83.536821,4.210678,0
9.794559,129.870958,20682.731742,9.390843,291.980083,427.123948,11.853228,78.711469,2.945419,1
6.584839,196.133985,16609.925489,6.673977,323.372352,304.713665,12.501554,85.682146,3.919955,0
10.628821,193.433163,14054.125487,10.328489,327.064185,479.402509,14.075787,66.367503,5.140449,0
8.210444,167.102192,13933.085360,10.422842,243.485942,391.068874,13.747058,61.058210,4.976055,1
6.565634,159.729363,19044.680071,6.693214,283.514672,393.625173,18.207137,67.054119,2.770948,0
9.228484,200.710330,26744.231526,6.833360,339.820719,363.950991,14.144772,86.950200,4.829754,0
